bug_id,description_stemmed,Severity,Severity_category
78021,order except scenario exist framework creat aspect inject except except inject code run within tri catch final block except thrown expect control pa catch block howev happen catch block code execut control pass final block undeclar except thrown call method distil case public class main class mainclass protect integ counter privat int public static void main string arg main class mainclass mh new main class mainclass tri mh do someth dosometh catch except system println except thrown do someth dosometh print stack trace printstacktrac public void do someth dosometh int counter null tri counter get counter getcount counter null break commit catch throwabl system println caught except final system println final block protect integ get counter getcount return new integ protect void commit throw except sqlexcept system println main commit follow aspect inject except public aspect simpl except throw aspect simpleexceptionthrowingaspect pointcut commit oper commitoper call main class mainclass commit throw except sqlexcept commit oper commitoper throw new except sqlexcept dummi sql except expect output caught except java sql except sqlexcept dummi sql except final block actual output final block except thrown do someth dosometh java sql except sqlexcept dummi sql except nz govt moh simpl except throw aspect simpleexceptionthrowingaspect ajc nz govt moh simpl except throw aspect simpleexceptionthrowingaspect 292c82f1 simpl except throw aspect simpleexceptionthrowingaspect aj nz govt moh main class mainclass do someth dosometh main class mainclass java nz govt moh main class mainclass main main class mainclass java remov break statement main class mainclass java caus expect output produc,major,severe
78261,realli barf earli get void oppos compil treat someth ll never match rate minor sinc error messag issu,minor,non-severe
79523,,normal,non-severe
79523,,normal,non-severe
80249,current order specifi type pass compil affect woven exampl class class extend aspect declar parent implement serializ depend whether see first may may make serializ fix weav type first weav supertyp superinterfac pass compil problemat construct declar parent process type special order declar parent around current decp binari weav order process logic put sourc weav pipelin,normal,non-severe
80249,current order specifi type pass compil affect woven exampl class class extend aspect declar parent implement serializ depend whether see first may may make serializ fix weav type first weav supertyp superinterfac pass compil problemat construct declar parent process type special order declar parent around current decp binari weav order process logic put sourc weav pipelin,normal,non-severe
80916,project contain one class one aspect public class hello class helloclass public static void main string arg new hello class helloclass say hello sayhello public void say hello sayhello system println hello public aspect a1 pointcut get system declar warn within a1 warn pointcut anoth test anothertest execut void hello class helloclass say hello sayhello return anoth test anothertest system println return follow return structur model asm rel map asmrelmap entri hello class helloclass say hello sayhello relationship advis target a1 after return afterreturn anoth test anothertest asm rel map asmrelmap entri a1 after return afterreturn anoth test anothertest relationship us pointcut target a1 anoth test anothertest asm rel map asmrelmap entri a1 after return afterreturn anoth test anothertest relationship advis target hello class helloclass say hello sayhello asm rel map asmrelmap entri hello class helloclass say hello sayhello relationship advis target a1 after return afterreturn anoth test anothertest asm rel map asmrelmap entri a1 anoth test anothertest relationship pointcut use target a1 after return afterreturn anoth test anothertest asm rel map asmrelmap entri a1 declar warn warn relationship match target hello class helloclass say hello sayhello word model say two entri asm rel map asmrelmap entri hello class helloclass say hello sayhello relationship advis target a1 after return afterreturn anoth test anothertest wherea one match declar relationship relat declar warn chang aspect public aspect a1 pointcut get system declar warn within a1 warn pointcut anoth test anothertest execut void hello class helloclass say hello sayhello return anoth test anothertest system println return return system println return mean relationship map irelationshipmap contain match declar relationship aspect aspectj m1,normal,non-severe
81846,java lang array index out of bound except arrayindexoutofboundsexcept unfortun provid much inform pleas see attach compil dump,critical,severe
81863,,normal,non-severe
81863,,normal,non-severe
81863,,normal,non-severe
81863,,normal,non-severe
81863,,normal,non-severe
81863,,normal,non-severe
81863,,normal,non-severe
81863,,normal,non-severe
81863,,normal,non-severe
82062,would wonder weav messag weavemessag object would provid two addit thing affect class name aspect name could use determin aspect woven class load time loadtim weav need depend manag,normal,non-severe
82062,would wonder weav messag weavemessag object would provid two addit thing affect class name aspect name could use determin aspect woven class load time loadtim weav need depend manag,normal,non-severe
82062,would wonder weav messag weavemessag object would provid two addit thing affect class name aspect name could use determin aspect woven class load time loadtim weav need depend manag,normal,non-severe
82062,would wonder weav messag weavemessag object would provid two addit thing affect class name aspect name could use determin aspect woven class load time loadtim weav need depend manag,normal,non-severe
82062,would wonder weav messag weavemessag object would provid two addit thing affect class name aspect name could use determin aspect woven class load time loadtim weav need depend manag,normal,non-severe
